Complaint,CodedMonth,Crime,District,XCoord,YCoord,Day,Time
18-036250,2018-08,7,4,905421.5,1022269.0,05,3
18-036280,2018-08,7,3,899834.3,1011517.0,05,3
18-036265,2018-08,7,2,893356.9,1014734.0,05,3
18-036239,2018-08,5,6,897895.8,1049051.0,05,3
18-036226,2018-08,3,1,885507.7,999780.6,05,3
18-036225,2018-08,9,4,907974.0,1013926.0,05,3
18-036348,2018-08,6,1,886593.6,1000994.0,05,3
18-036330,2018-08,7,3,905000.3,1009683.0,05,3
18-036247,2018-08,3,2,893304.5,1004727.0,05,3
18-036268,2018-08,6,5,888171.9,1030307.0,05,1
18-036248,2018-08,9,1,892017.3,1002854.0,05,1
18-037460,2018-08,6,1,891213.3,1003174.0,05,1
18-037119,2018-08,7,6,903321.9,1036597.0,05,1
18-036581,2018-08,6,4,907440.4,1018277.0,05,1
18-036294,2018-08,6,4,906633.6,1025648.0,05,1
18-036430,2018-08,7,4,908248.7,1017645.0,05,1
18-036396,2018-08,6,4,898773.7,1025553.0,05,1
18-039109,2018-08,6,3,896062.6,1004157.0,05,1
18-036274,2018-08,9,5,879907.7,1027391.0,05,1
18-036270,2018-08,5,1,890916.1,1002998.0,05,1
18-036329,2018-08,6,2,876607.7,1023267.0,05,1
18-036305,2018-08,6,4,911184.4,1020319.0,05,1
18-036343,2018-08,6,4,905555.1,1019971.0,05,1
18-036284,2018-08,4,5,880276.2,1030018.0,05,1
18-037600,2018-08,6,4,904545.1,1018315.0,05,1
18-036362,2018-08,6,4,908732.9,1017197.0,05,1
18-036412,2018-08,6,4,906779.9,1019635.0,05,2
18-040986,2018-08,9,6,899700.4,1034108.0,05,2
18-036332,2018-08,6,4,908773.8,1015571.0,05,2
18-036288,2018-08,6,6,892780.4,1034268.0,05,2
18-036421,2018-08,7,1,888657.8,998985.6,05,2
18-036297,2018-08,6,1,890608.9,989976.6,05,2
18-036564,2018-08,6,2,879019.1,1012590.0,05,2
18-036317,2018-08,4,4,906561.6,1022276.0,05,2
18-036304,2018-08,4,1,891151.0,997253.9,05,2
18-036859,2018-08,6,5,877117.1,1028313.0,05,2
18-040356,2018-08,6,2,884701.4,1007014.0,05,2
18-036508,2018-08,6,5,877125.9,1025422.0,05,2
18-037360,2018-08,5,1,892296.9,992430.7,05,2
18-036352,2018-08,6,4,904911.7,1019572.0,05,2
18-036306,2018-08,6,3,895460.3,1006496.0,05,2
18-036324,2018-08,3,4,907555.6,1022698.0,05,2
18-036369,2018-08,6,4,904911.7,1019572.0,05,2
18-036478,2018-08,7,3,894219.9,1008437.0,05,2
18-040382,2018-08,6,1,896680.4,999205.9,05,2
18-036315,2018-08,4,1,887017.4,985695.9,05,2
18-036325,2018-08,5,6,898266.9,1053467.0,05,2
18-036543,2018-08,6,3,900507.7,1015458.0,05,2
18-036346,2018-08,6,4,907582.9,1015102.0,05,2
18-036326,2018-08,6,3,896536.6,1000527.0,05,2
18-036337,2018-08,6,4,907779.2,1018012.0,05,2
18-036445,2018-08,6,4,908649.0,1017426.0,05,2
18-036578,2018-08,6,5,882158.1,1024891.0,05,2
18-036338,2018-08,4,3,896412.5,1000752.0,05,3
18-036765,2018-08,5,1,894926.9,995750.1,05,3
18-036485,2018-08,6,4,899561.6,1020746.0,05,3
18-036342,2018-08,9,1,891553.2,993062.0,05,3
18-036347,2018-08,4,5,885556.4,1038533.0,05,3
18-036402,2018-08,8,4,904708.4,1030571.0,05,3
18-036349,2018-08,4,5,891507.9,1031108.0,05,3
18-036350,2018-08,4,6,892177.9,1040261.0,05,3
18-036409,2018-08,7,1,885679.0,991446.8,05,3
18-037071,2018-08,5,6,895379.6,1040355.0,05,3
18-036353,2018-08,3,1,890951.6,996685.4,05,3
18-036557,2018-08,7,3,898502.6,1006629.0,05,3
18-036365,2018-08,1,6,893522.1,1042272.0,05,3
18-036355,2018-08,9,1,888035.9,986508.1,05,3
18-036361,2018-08,9,5,891865.3,1021258.0,05,3
18-036360,2018-08,9,2,874358.5,1013569.0,05,3
18-036636,2018-08,6,4,906292.4,1018750.0,05,3
18-036404,2018-08,5,2,879817.4,1004778.0,05,3
18-036390,2018-08,7,4,901862.4,1030095.0,05,3
18-036422,2018-08,5,2,893117.4,1013880.0,05,3
18-036379,2018-08,9,2,879018.3,1005017.0,05,3
18-036373,2018-08,9,2,894110.8,1015311.0,05,3
18-036389,2018-08,6,4,903542.1,1019571.0,05,3
18-036456,2018-08,7,3,899739.7,1001793.0,05,3
18-036375,2018-08,3,5,878151.1,1028301.0,05,3
18-036481,2018-08,4,6,896314.7,1048286.0,06,3
18-037420,2018-08,6,4,904704.8,1021095.0,06,3
18-036380,2018-08,4,5,890071.6,1027122.0,06,3
18-036391,2018-08,6,6,890788.1,1049007.0,06,3
18-036386,2018-08,9,2,894852.6,1015265.0,06,3
18-036512,2018-08,8,4,901816.9,1030392.0,06,3
18-036425,2018-08,6,4,907293.9,1018316.0,06,3
18-036407,2018-08,5,5,889588.8,1025368.0,06,3
18-036392,2018-08,3,2,879176.4,1005385.0,06,3
18-036395,2018-08,6,5,883418.0,1035449.0,06,3
18-036415,2018-08,6,1,896260.8,997735.4,06,3
18-036397,2018-08,7,4,906468.6,1029947.0,06,3
18-036788,2018-08,7,4,906331.1,1019267.0,06,3
18-036627,2018-08,6,5,890298.7,1021526.0,06,3
18-036400,2018-08,3,5,888586.6,1035285.0,06,3
18-036403,2018-08,5,3,893884.9,1008098.0,06,3
18-036540,2018-08,5,1,886874.8,987375.3,06,1
18-036406,2018-08,3,5,887151.6,1034605.0,06,1
18-036633,2018-08,4,6,891705.5,1049021.0,06,1
18-037777,2018-08,9,1,888455.3,1003592.0,06,1
18-036414,2018-08,4,2,893507.5,1004764.0,06,1
18-036419,2018-08,6,1,885362.3,1003846.0,06,1
18-036423,2018-08,4,6,892449.9,1039388.0,06,1
18-036621,2018-08,9,6,894860.9,1036328.0,06,1
18-039482,2018-08,6,1,881360.5,996051.0,06,1
18-036433,2018-08,6,3,893788.8,1005469.0,06,1
18-036495,2018-08,6,2,894398.1,1012718.0,06,1
18-036448,2018-08,8,3,894825.1,1002364.0,06,1
18-036449,2018-08,7,6,897822.5,1030512.0,06,1
18-036544,2018-08,5,6,895888.3,1050502.0,06,1
18-036767,2018-08,9,1,884467.6,995626.3,06,1
18-036705,2018-08,6,5,894318.8,1027270.0,06,1
18-036437,2018-08,5,4,905906.8,1019379.0,06,1
18-037587,2018-08,7,4,899509.6,1021943.0,06,1
18-036995,2018-08,5,6,897116.8,1029962.0,06,1
18-036885,2018-08,4,4,908645.2,1018592.0,06,1
18-036956,2018-08,5,5,884570.7,1026786.0,06,1
18-036500,2018-08,6,3,899088.4,1001842.0,06,1
18-036450,2018-08,9,4,906666.7,1015976.0,06,1
18-036530,2018-08,5,6,892340.9,1035839.0,06,1
18-036572,2018-08,6,4,906905.9,1016099.0,06,1
18-036453,2018-08,5,1,894859.4,995346.7,06,1
18-036482,2018-08,6,2,885656.5,1005276.0,06,1
18-036678,2018-08,7,2,887047.4,1005091.0,06,1
18-036460,2018-08,6,1,881890.7,997701.6,06,1
18-036470,2018-08,9,5,879785.3,1026342.0,06,1
18-036489,2018-08,6,5,891908.8,1021246.0,06,1
18-036523,2018-08,6,4,900320.8,1020041.0,06,1
18-038068,2018-08,5,1,888263.8,998794.4,06,2
18-036507,2018-08,9,5,883184.9,1033766.0,06,2
18-036516,2018-08,7,2,890677.2,1006840.0,06,2
18-036797,2018-08,6,6,894048.1,1050835.0,06,2
18-036506,2018-08,6,2,875964.8,1003952.0,06,2
18-036514,2018-08,4,5,894838.6,1025585.0,06,2
18-036527,2018-08,5,5,883522.8,1032860.0,06,2
18-037095,2018-08,5,6,898374.9,1029298.0,06,2
18-037271,2018-08,6,4,906521.3,1018988.0,06,2
18-036639,2018-08,6,3,897890.5,1001421.0,06,2
18-036779,2018-08,7,3,897199.6,1003519.0,06,2
18-036520,2018-08,4,2,886045.3,1008369.0,06,2
18-036521,2018-08,3,5,892822.0,1021958.0,06,2
18-036537,2018-08,6,5,893273.3,1027743.0,06,2
18-037084,2018-08,6,5,885160.1,1028192.0,06,2
18-036528,2018-08,6,3,893984.2,1008284.0,06,2
18-036529,2018-08,9,1,885496.7,1000973.0,06,2
18-036533,2018-08,5,1,893753.1,998898.6,06,2
18-036778,2018-08,6,4,905250.6,1019322.0,06,2
18-036532,2018-08,4,3,893255.1,1001447.0,06,2
18-036546,2018-08,9,3,897685.0,1006573.0,06,2
18-037317,2018-08,6,4,906586.9,1020500.0,06,2
18-036549,2018-08,5,6,894104.6,1049492.0,06,2
18-036734,2018-08,6,1,886312.8,990965.7,06,2
18-036673,2018-08,6,6,895576.9,1052025.0,06,2
18-036682,2018-08,6,1,884571.6,994489.9,06,2
18-037627,2018-08,6,3,898181.3,1003457.0,06,2
18-036672,2018-08,6,5,888592.4,1034367.0,06,2
18-036588,2018-08,6,3,900507.7,1015458.0,06,2
18-036664,2018-08,6,2,882816.8,1020637.0,06,3
18-036643,2018-08,5,5,892210.5,1024502.0,06,3
18-036573,2018-08,9,3,900399.9,1002216.0,06,3
18-036755,2018-08,6,5,887544.8,1022410.0,06,3
18-036604,2018-08,6,2,882843.8,1022114.0,06,3
18-036620,2018-08,6,3,893423.6,1002800.0,06,3
18-036589,2018-08,7,5,888794.1,1035695.0,06,3
18-036600,2018-08,3,3,904320.1,1014165.0,06,3
18-036712,2018-08,6,3,899423.8,1011786.0,06,3
18-036583,2018-08,9,3,904719.3,1014572.0,06,3
18-036638,2018-08,6,1,885859.3,992178.1,06,3
18-036812,2018-08,6,5,880386.0,1032369.0,06,3
18-036692,2018-08,6,4,909518.1,1017323.0,06,3
18-036590,2018-08,9,5,883560.6,1033510.0,06,3
18-036799,2018-08,7,4,907295.1,1016338.0,06,3
18-036626,2018-08,7,5,890596.3,1032172.0,06,3
18-036587,2018-08,3,4,892624.1,1017847.0,06,3
18-036654,2018-08,6,5,884874.0,1026070.0,06,3
18-036605,2018-08,5,6,897895.8,1049051.0,06,3
18-036599,2018-08,4,6,897816.8,1049714.0,06,3
18-039507,2018-08,7,2,883937.4,1013353.0,07,3
18-036597,2018-08,6,4,903693.4,1018666.0,07,3
18-036634,2018-08,3,5,886997.3,1032218.0,07,3
18-036782,2018-08,4,1,895165.6,998238.9,07,3
18-036607,2018-08,4,5,885599.0,1031919.0,07,3
18-036606,2018-08,4,5,886364.3,1031353.0,07,3
18-036609,2018-08,3,4,896874.3,1022933.0,07,3
18-036612,2018-08,9,2,894110.8,1015311.0,07,3
18-036650,2018-08,7,1,885233.3,992264.1,07,3
18-036628,2018-08,6,1,890395.6,998367.9,07,3
18-036663,2018-08,6,1,887347.6,991924.8,07,3
18-036618,2018-08,4,1,889199.9,990090.1,07,3
18-036677,2018-08,4,6,899461.2,1045874.0,07,3
18-036873,2018-08,6,5,882244.1,1027110.0,07,1
18-036622,2018-08,4,2,884845.8,1007333.0,07,1
18-036640,2018-08,6,2,889406.4,1010623.0,07,1
18-036629,2018-08,4,4,907266.4,1021102.0,07,1
18-036625,2018-08,6,3,900507.7,1015458.0,07,1
18-036754,2018-08,6,4,896567.1,1023626.0,07,1
18-036653,2018-08,9,3,893507.8,1004763.0,07,1
18-036641,2018-08,6,5,892148.6,1021736.0,07,1
18-036647,2018-08,6,3,900507.7,1015458.0,07,1
18-037159,2018-08,6,3,901089.4,1008465.0,07,1
18-037047,2018-08,5,5,883522.8,1032860.0,07,1
18-036657,2018-08,6,5,885132.9,1029391.0,07,1
18-036668,2018-08,6,1,889831.3,993186.7,07,1
18-037797,2018-08,6,4,908504.1,1015938.0,07,1
18-036695,2018-08,6,1,881790.3,1000900.0,07,1
18-036662,2018-08,5,6,894444.6,1039670.0,07,1
18-036669,2018-08,6,2,878648.9,1019554.0,07,1
18-036943,2018-08,7,6,896028.9,1047113.0,07,1
18-039261,2018-08,6,6,894354.3,1040330.0,07,1
18-036706,2018-08,7,5,876764.8,1027642.0,07,1
18-036853,2018-08,6,2,892961.6,1007098.0,07,1
18-037946,2018-08,6,2,875692.8,1020635.0,07,1
18-036710,2018-08,7,4,910018.0,1021668.0,07,1
18-036697,2018-08,5,2,891399.4,1011339.0,07,1
18-036795,2018-08,6,4,909422.4,1016993.0,07,2
18-036975,2018-08,7,4,906266.0,1018212.0,07,2
18-036689,2018-08,9,4,906343.9,1016785.0,07,2
18-036707,2018-08,6,4,911184.4,1020319.0,07,2
18-036704,2018-08,5,1,889875.9,995714.6,07,2
18-036743,2018-08,6,4,910021.8,1014572.0,07,2
18-037070,2018-08,6,5,893951.9,1024292.0,07,2
18-036796,2018-08,6,3,893788.8,1005469.0,07,2
18-036768,2018-08,6,4,905704.1,1019717.0,07,2
18-036845,2018-08,6,4,910391.4,1018273.0,07,2
18-038189,2018-08,6,1,889909.3,992176.3,07,2
18-036935,2018-08,5,4,908747.0,1020298.0,07,2
18-036793,2018-08,6,2,876224.9,1017298.0,07,2
18-036725,2018-08,5,3,898950.9,1002704.0,07,2
18-037254,2018-08,6,5,890208.1,1023305.0,07,2
18-038583,2018-08,5,3,895155.9,1000282.0,07,2
18-036730,2018-08,6,4,910435.8,1019065.0,07,2
18-036736,2018-08,4,3,896717.6,1000043.0,07,2
18-036749,2018-08,6,4,910742.9,1018618.0,07,2
18-036737,2018-08,6,5,888884.8,1036000.0,07,2
18-036834,2018-08,6,4,906523.9,1021998.0,07,2
18-038159,2018-08,6,1,888524.2,991611.8,07,2
18-036836,2018-08,5,2,891260.9,1014301.0,07,2
18-036907,2018-08,5,5,888967.8,1031076.0,07,2
18-036809,2018-08,6,5,887074.8,1020998.0,07,2
18-036757,2018-08,9,4,906092.1,1030468.0,07,2
18-036821,2018-08,6,3,903987.8,1010472.0,07,2
18-036759,2018-08,6,2,878828.2,994423.4,07,2
18-036966,2018-08,6,5,885387.5,1038661.0,07,2
18-036911,2018-08,6,3,902904.8,1012993.0,07,2
18-036882,2018-08,6,5,888270.5,1024028.0,07,2
18-037843,2018-08,6,3,895991.1,1016574.0,07,2
18-037294,2018-08,5,2,891739.1,1003857.0,07,2
18-036762,2018-08,4,6,888516.6,1044027.0,07,3
18-037120,2018-08,6,4,907779.2,1018012.0,07,3
18-039186,2018-08,6,5,884035.7,1026735.0,07,3
18-036831,2018-08,6,3,895829.5,1003319.0,07,3
18-036888,2018-08,5,5,886885.0,1025168.0,07,3
18-036989,2018-08,6,3,902358.4,1014158.0,07,3
18-036829,2018-08,6,6,897117.6,1052655.0,07,3
18-036777,2018-08,9,1,883762.0,1001550.0,07,3
18-036842,2018-08,6,4,899238.6,1020329.0,07,3
18-036850,2018-08,6,2,892814.9,1010992.0,07,3
18-036844,2018-08,6,5,891572.3,1023213.0,07,3
18-036786,2018-08,9,6,892017.5,1042010.0,07,3
18-037202,2018-08,6,6,899571.8,1044964.0,07,3
18-036908,2018-08,7,5,884052.4,1033174.0,07,3
18-036798,2018-08,8,6,890208.3,1043204.0,07,3
18-036847,2018-08,7,2,885574.8,1007050.0,07,3
18-036817,2018-08,1,6,895835.8,1052128.0,07,3
18-036877,2018-08,7,3,895494.6,1002046.0,07,3
18-036787,2018-08,4,6,897569.9,1051509.0,07,3
18-036832,2018-08,6,4,906266.0,1018212.0,07,3
18-036794,2018-08,4,5,885088.8,1037930.0,07,3
18-036870,2018-08,6,5,893509.0,1022787.0,08,3
18-036801,2018-08,9,4,907498.0,1026414.0,08,3
18-036909,2018-08,7,6,896427.8,1050208.0,08,3
18-036848,2018-08,5,5,880171.1,1029983.0,08,3
18-036855,2018-08,6,4,896832.8,1021360.0,08,3
18-036815,2018-08,8,5,892451.6,1027893.0,08,3
18-036807,2018-08,3,5,893357.2,1021968.0,08,3
18-036971,2018-08,7,5,879561.9,1025180.0,08,3
18-036851,2018-08,3,4,908187.4,1018534.0,08,3
18-036813,2018-08,6,4,906343.9,1016785.0,08,3
18-036867,2018-08,9,3,904245.2,1013903.0,08,3
18-036819,2018-08,5,6,885250.3,1041233.0,08,3
18-036820,2018-08,3,1,895474.8,998082.6,08,3
18-036838,2018-08,6,5,878834.8,1027680.0,08,1
18-036928,2018-08,6,3,901541.4,1006245.0,08,1
18-036846,2018-08,6,3,903270.1,1012207.0,08,1
18-036927,2018-08,6,3,897916.5,1008451.0,08,1
18-036955,2018-08,5,1,884707.6,989836.0,08,1
18-036843,2018-08,9,4,908127.9,1016924.0,08,1
18-037761,2018-08,6,6,897588.4,1035527.0,08,1
18-037264,2018-08,6,2,875802.8,1012032.0,08,1
18-036862,2018-08,6,5,889588.8,1025368.0,08,1
18-037647,2018-08,5,2,883216.6,1006736.0,08,1
18-036865,2018-08,9,4,895981.3,1020966.0,08,1
18-037104,2018-08,7,4,910439.8,1019433.0,08,1
18-036902,2018-08,9,6,889541.5,1045093.0,08,1
18-037079,2018-08,4,4,897903.9,1023756.0,08,1
18-037075,2018-08,4,6,895517.5,1052152.0,08,1
18-036913,2018-08,6,4,907474.3,1018445.0,08,1
18-036967,2018-08,6,1,889835.8,1003139.0,08,2
18-037063,2018-08,6,5,890020.1,1021176.0,08,2
18-036892,2018-08,9,2,877240.8,1003784.0,08,2
18-039498,2018-08,5,2,880518.3,1004350.0,08,2
18-037067,2018-08,6,1,890679.3,1001596.0,08,2
18-036883,2018-08,9,5,888221.8,1023504.0,08,2
18-036884,2018-08,6,4,907483.0,1018737.0,08,2
18-036963,2018-08,5,6,895604.3,1051726.0,08,2
18-036896,2018-08,5,6,897285.8,1051454.0,08,2
18-036954,2018-08,6,5,892800.9,1026030.0,08,2
18-038255,2018-08,5,1,889399.7,987518.6,08,2
18-036937,2018-08,6,4,908187.4,1018534.0,08,2
18-036932,2018-08,6,2,891060.6,1007263.0,08,2
18-036957,2018-08,6,5,887230.8,1034030.0,08,2
18-037288,2018-08,6,5,890830.3,1022320.0,08,2
18-037061,2018-08,6,4,906666.7,1015976.0,08,2
18-036961,2018-08,3,2,893342.6,1004962.0,08,2
18-036978,2018-08,6,5,892104.8,1022153.0,08,2
18-037000,2018-08,6,4,898384.4,1021160.0,08,2
18-036969,2018-08,6,3,894294.3,1010118.0,08,2
18-037041,2018-08,6,5,891762.9,1021531.0,08,2
18-037043,2018-08,6,4,897422.4,1024630.0,08,2
18-037010,2018-08,5,6,894725.1,1040050.0,08,3
18-036996,2018-08,3,5,887402.0,1023458.0,08,3
18-037077,2018-08,5,5,877848.0,1027271.0,08,3
18-037054,2018-08,6,4,903382.7,1031071.0,08,3
18-036992,2018-08,4,5,888824.3,1031245.0,08,3
18-036998,2018-08,9,6,891306.8,1046058.0,08,3
18-037198,2018-08,6,3,895337.2,1011966.0,08,3
18-037001,2018-08,3,3,902065.8,1008662.0,08,3
18-037825,2018-08,6,3,900625.7,1013633.0,08,3
18-037002,2018-08,9,3,899481.6,1002943.0,08,3
18-037006,2018-08,9,4,907596.9,1022461.0,08,3
18-037014,2018-08,1,4,898253.1,1028621.0,08,3
18-037027,2018-08,9,5,891973.2,1031995.0,08,3
18-037146,2018-08,6,6,890095.5,1041676.0,08,3
18-037048,2018-08,5,5,889349.6,1032487.0,09,3
18-037055,2018-08,7,3,897520.6,1006697.0,09,3
18-037023,2018-08,6,4,910439.8,1019433.0,09,3
18-037021,2018-08,3,2,885956.3,1008670.0,09,3
18-037026,2018-08,8,1,885928.8,989747.6,09,3
18-037028,2018-08,9,1,891817.3,1001538.0,09,3
18-037032,2018-08,9,5,877552.6,1027681.0,09,3
18-037031,2018-08,9,5,888564.6,1031910.0,09,3
18-037094,2018-08,7,5,887924.5,1027327.0,09,3
18-037034,2018-08,9,1,886476.0,1000703.0,09,3
18-037037,2018-08,6,2,887963.1,1008867.0,09,3
18-037108,2018-08,6,4,897175.1,1021776.0,09,3
18-037038,2018-08,4,1,893519.3,997052.7,09,1
18-037173,2018-08,6,1,895340.1,996188.9,09,1
18-037606,2018-08,6,2,886486.8,1012735.0,09,1
18-037169,2018-08,5,1,894241.7,998800.3,09,1
18-037042,2018-08,7,4,906857.6,1019492.0,09,1
18-037044,2018-08,6,5,891587.9,1022423.0,09,1
18-037052,2018-08,7,4,907582.3,1020724.0,09,1
18-037162,2018-08,5,4,908655.9,1019992.0,09,1
18-037056,2018-08,3,1,879097.3,994408.1,09,1
18-037163,2018-08,9,4,902219.7,1021301.0,09,1
18-037090,2018-08,6,2,893304.5,1004727.0,09,1
18-037066,2018-08,9,2,872664.2,1003357.0,09,1
18-037078,2018-08,5,6,895581.7,1051562.0,09,1
18-037130,2018-08,6,4,895255.3,1020237.0,09,1
18-037181,2018-08,7,2,891201.5,1006586.0,09,1
18-037089,2018-08,9,3,900691.8,1002387.0,09,1
18-037155,2018-08,7,5,893984.9,1026268.0,09,1
18-037915,2018-08,7,3,898417.6,1006079.0,09,1
18-037093,2018-08,7,5,893826.1,1020467.0,09,1
18-037885,2018-08,7,2,888839.8,1017059.0,09,2
18-037208,2018-08,6,5,889537.3,1021388.0,09,2
18-037118,2018-08,6,1,888524.2,991611.8,09,2
18-037630,2018-08,6,4,899825.3,1024601.0,09,2
18-037134,2018-08,5,3,895016.5,1010797.0,09,2
18-037109,2018-08,3,1,885752.0,1000375.0,09,2
18-037127,2018-08,6,2,891626.4,1004232.0,09,2
18-037201,2018-08,5,2,880742.6,1013714.0,09,2
18-037823,2018-08,5,5,894256.3,1023553.0,09,2
18-037114,2018-08,4,6,885214.6,1039709.0,09,2
18-037161,2018-08,6,3,896325.4,1009452.0,09,2
18-037991,2018-08,5,2,886251.3,1004478.0,09,2
18-037599,2018-08,7,5,887181.5,1028181.0,09,2
18-037125,2018-08,4,1,883491.9,998209.4,09,2
18-037157,2018-08,9,2,881082.8,1016600.0,09,2
18-037179,2018-08,6,2,881175.8,1013045.0,09,2
18-037362,2018-08,3,1,888986.8,987741.1,09,2
18-038018,2018-08,7,4,910439.8,1019433.0,09,2
18-037191,2018-08,6,3,896741.1,1007897.0,09,2
18-037142,2018-08,9,1,885362.3,1003846.0,09,2
18-037927,2018-08,5,2,890921.0,1011395.0,09,2
18-037240,2018-08,5,4,898230.0,1020953.0,09,2
18-037153,2018-08,9,6,897563.3,1030194.0,09,2
18-037136,2018-08,9,6,897673.4,1035388.0,09,2
18-037178,2018-08,6,4,908771.6,1019108.0,09,2
18-037238,2018-08,6,3,902390.8,1009850.0,09,2
18-037187,2018-08,6,3,894294.3,1010118.0,09,2
18-037152,2018-08,4,4,898941.8,1029879.0,09,2
18-037219,2018-08,6,4,910708.3,1018398.0,09,2
18-037166,2018-08,9,4,904464.4,1021061.0,09,2
18-037220,2018-08,6,5,884678.3,1036452.0,09,2
18-037268,2018-08,6,6,889143.9,1044944.0,09,2
18-037252,2018-08,6,3,898222.8,1002913.0,09,2
18-038365,2018-08,6,5,886343.2,1034592.0,09,2
18-037242,2018-08,6,2,892896.6,1007106.0,09,2
18-037188,2018-08,9,6,897204.1,1032928.0,09,3
18-037184,2018-08,9,6,899461.2,1045874.0,09,3
18-037663,2018-08,4,5,888412.2,1027073.0,09,3
18-037339,2018-08,6,1,884544.3,992981.3,09,3
18-037445,2018-08,6,3,894371.1,1007063.0,09,3
18-037279,2018-08,7,4,894856.2,1020336.0,09,3
18-037190,2018-08,4,5,881482.7,1032564.0,09,3
18-037239,2018-08,6,2,881415.3,1003105.0,09,3
18-037193,2018-08,4,4,901069.3,1029712.0,09,3
18-037247,2018-08,6,1,886197.3,989867.0,09,3
18-037259,2018-08,7,5,890940.5,1026838.0,09,3
18-037200,2018-08,4,5,888674.8,1029030.0,09,3
18-037235,2018-08,7,6,891824.3,1049394.0,09,3
18-038305,2018-08,6,4,909058.3,1016590.0,09,3
18-037261,2018-08,7,2,893372.9,1013908.0,09,3
18-037203,2018-08,5,2,888343.4,1007207.0,09,3
18-037319,2018-08,7,4,904075.2,1019965.0,09,3
18-037234,2018-08,7,1,884852.9,993071.8,09,3
18-037213,2018-08,4,6,891626.6,1035076.0,09,3
18-038541,2018-08,7,1,887492.8,993752.6,10,3
18-037216,2018-08,9,5,887661.3,1026321.0,10,3
18-037218,2018-08,3,4,907656.9,1021629.0,10,3
18-037269,2018-08,7,4,899991.1,1022065.0,10,3
18-037221,2018-08,3,2,879913.4,1016647.0,10,3
18-037369,2018-08,6,2,888938.8,1018711.0,10,3
18-037226,2018-08,6,6,893409.6,1049992.0,10,3
18-037224,2018-08,8,5,894468.5,1025232.0,10,3
18-037249,2018-08,5,6,889560.5,1043224.0,10,3
18-037869,2018-08,7,1,891013.3,995621.4,10,3
18-037227,2018-08,3,2,880146.6,1004936.0,10,3
18-037228,2018-08,4,6,887781.0,1044624.0,10,3
18-037231,2018-08,4,1,887929.3,985786.0,10,1
18-037354,2018-08,5,1,882328.6,1000825.0,10,1
18-037244,2018-08,3,6,899035.6,1054175.0,10,1
18-037730,2018-08,5,1,892587.4,992452.3,10,1
18-037593,2018-08,6,3,900981.8,1011327.0,10,1
18-037258,2018-08,6,4,907779.2,1018012.0,10,1
18-037287,2018-08,6,5,878122.6,1025590.0,10,1
18-038160,2018-08,6,1,888524.2,991611.8,10,1
18-037262,2018-08,6,2,892172.8,1005396.0,10,1
18-037476,2018-08,6,5,892452.9,1023686.0,10,1
18-039924,2018-08,5,4,905883.9,1023197.0,10,1
18-037425,2018-08,6,3,901416.3,1007971.0,10,1
18-037265,2018-08,6,5,885132.9,1029391.0,10,1
18-037306,2018-08,4,5,884446.0,1038097.0,10,1
18-037302,2018-08,6,3,895686.6,1008744.0,10,1
18-037291,2018-08,6,1,885362.3,1003846.0,10,2
18-039239,2018-08,7,2,889867.6,1014902.0,10,2
18-037301,2018-08,6,5,887396.8,1020150.0,10,2
18-038218,2018-08,6,1,891579.1,997209.9,10,2
18-037338,2018-08,6,6,895810.5,1049854.0,10,2
18-037575,2018-08,6,1,884592.0,991074.6,10,2
18-037316,2018-08,9,1,895748.6,998824.5,10,2
18-037491,2018-08,7,4,904545.1,1018315.0,10,2
18-040141,2018-08,5,1,890506.9,993533.9,10,2
18-040577,2018-08,6,4,895357.4,1020880.0,10,2
18-037770,2018-08,7,4,894599.9,1021752.0,10,2
18-039418,2018-08,6,5,896401.4,1027976.0,10,2
18-037729,2018-08,6,2,893013.1,1017141.0,10,2
18-037329,2018-08,3,5,881008.9,1031269.0,10,2
18-037331,2018-08,4,2,880639.5,1020186.0,10,2
18-037335,2018-08,9,2,888369.6,1007429.0,10,2
18-037850,2018-08,6,6,899571.8,1044964.0,10,2
18-037849,2018-08,6,5,894739.6,1023097.0,10,2
18-037858,2018-08,7,5,885760.1,1030051.0,10,2
18-037820,2018-08,6,4,896746.9,1025911.0,10,2
18-037591,2018-08,5,1,884691.6,994043.5,10,2
18-037451,2018-08,5,5,889566.1,1031796.0,10,2
18-037422,2018-08,6,1,879055.3,993227.6,10,2
18-037343,2018-08,4,3,895156.4,1003278.0,10,2
18-037340,2018-08,6,5,893273.3,1027743.0,10,2
18-037346,2018-08,9,3,893585.5,1004337.0,10,2
18-037447,2018-08,6,4,903669.0,1020331.0,10,2
18-037353,2018-08,9,1,890719.8,1002853.0,10,2
18-037373,2018-08,5,5,889068.6,1025023.0,10,3
18-039223,2018-08,9,4,896682.9,1021453.0,10,3
18-037352,2018-08,9,1,892748.3,994283.8,10,3
18-037361,2018-08,9,5,889324.8,1033842.0,10,3
18-037368,2018-08,6,5,877122.5,1027707.0,10,3
18-037423,2018-08,6,1,893596.5,993148.5,10,3
18-037456,2018-08,6,5,894365.3,1023749.0,10,3
18-037968,2018-08,6,1,881655.2,995810.8,10,3
18-037800,2018-08,6,4,908422.1,1017299.0,10,3
18-037376,2018-08,6,6,896421.5,1036975.0,10,3
18-037370,2018-08,4,4,907555.6,1022698.0,10,3
18-037380,2018-08,3,1,892404.5,1000632.0,10,3
